article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,policy,policy.size,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,time.on.article,PID.pre
con_large_nocue,"about $1,300 a month",reduce,"about 100,000",12th,female,female,disapprove somewhat,slightly prefer simple problems,a moderate amount,"somewhat prefer small, daily projects",neither like nor dislike,neither like nor dislike,relief and satisfaction to the same degree,PA,1963,no_cue,reduce,large,TRUE,FALSE,47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,17,Rep
lib_slight_nocue,"about $1,600 a month",reduce,"about 10,000",12th,female,female,disapprove strongly,greatly prefer simple problems,a lot,"greatly prefer small, daily projects",like a little,neither like nor dislike,much more satisfied than relieved,NV,1968,no_cue,expand,small,TRUE,FALSE,42,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,59,Rep
lib_slight_nocue,"about $1,300 a month",expand,about 1 million,B.A.,male,Male,approve slightly,somewhat prefer complex problems,a great deal,"somewhat prefer small, daily projects",like somewhat,like somewhat,much more satisfied than relieved,WA,1938,no_cue,expand,small,FALSE,TRUE,72,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,375,Dem
lib_slight_nocue,"about $1,300 a month",reduce,"about 100,000",some college,female,female,disapprove slightly,slightly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,neither like nor dislike,slightly more relieved than satisfied,CA,1949,no_cue,expand,small,TRUE,FALSE,61,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,181,Rep
con_slight_nocue,"about $1,600 a month",reduce,"about 100,000",some college,female,female,neither approve nor disapprove,slightly prefer complex problems,a lot,"slightly prefer small, daily projects",like a little,like a little,somewhat more satisfied than relieved,FL,1988,no_cue,reduce,small,TRUE,FALSE,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,35,Rep
lib_large_nocue,"about $1,000 a month",neither,"about 100,000",B.A.,male,m,neither approve nor disapprove,slightly prefer complex problems,a lot,"somewhat prefer big, long-term projects",neither like nor dislike,like a little,much more relieved than satisfied,MI,1962,no_cue,expand,large,FALSE,TRUE,48,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,30,Rep
con_slight_nocue,"about $1,000 a month",reduce,"about 100,000",B.A.,male,male,disapprove strongly,greatly prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,much more satisfied than relieved,IL,1955,no_cue,reduce,small,FALSE,TRUE,55,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,311,Dem
lib_slight_nocue,"about $1,300 a month",expand,"about 50,000",12th,female,female,disapprove somewhat,slightly prefer simple problems,a lot,"slightly prefer small, daily projects",dislike a little,neither like nor dislike,relief and satisfaction to the same degree,TX,1939,no_cue,expand,small,TRUE,FALSE,71,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,185,Rep
lib_slight_Demopp,"about $1,600 a month",neither,"about 50,000",some college,female,female,neither approve nor disapprove,no preference,a great deal,no preference,like somewhat,neither like nor dislike,relief and satisfaction to the same degree,CA,1955,Dem_opp,expand,small,TRUE,FALSE,55,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,231,Rep
lib_large_nocue,"about $2,200 a month",reduce,about 1 million,12th,male,masculino,approve slightly,greatly prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,much more satisfied than relieved,CA,1976,no_cue,expand,large,FALSE,TRUE,34,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,1839,Dem
con_slight_nocue,"about $1,300 a month",neither,"about 10,000",12th,female,female,disapprove strongly,no preference,a moderate amount,"slightly prefer small, daily projects",dislike somewhat,neither like nor dislike,relief and satisfaction to the same degree,IL,1950,no_cue,reduce,small,TRUE,FALSE,60,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,254,Rep
lib_slight_Demopp,"about $1,600 a month",expand,"about 100,000",NA,male,male,disapprove strongly,slightly prefer complex problems,a moderate amount,"slightly prefer small, daily projects",dislike somewhat,dislike a little,relief and satisfaction to the same degree,WI,1952,Dem_opp,expand,small,FALSE,TRUE,58,TRUE,NA,FALSE,TRUE,FALSE,FALSE,North Central,174,Rep
con_large_Demopp,about $500 a month,reduce,"about 500,000",some college,female,female,disapprove strongly,greatly prefer complex problems,a great deal,"somewhat prefer big, long-term projects",like a lot,like a lot,somewhat more satisfied than relieved,UT,1938,Dem_opp,reduce,large,TRUE,FALSE,72,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,481,Rep
con_slight_nocue,"about $1,000 a month",reduce,about 1 million,12th,female,female,disapprove slightly,greatly prefer complex problems,a great deal,"somewhat prefer big, long-term projects",like somewhat,like somewhat,somewhat more satisfied than relieved,AZ,1991,no_cue,reduce,small,TRUE,FALSE,19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,29,Rep
con_large_nocue,"about $1,600 a month",reduce,about 1 million,B.A.,female,Female,disapprove slightly,somewhat prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,relief and satisfaction to the same degree,TX,1970,no_cue,reduce,large,TRUE,FALSE,40,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,186,Rep
lib_slight_nocue,"about $2,200 a month",expand,"about 10,000",M.A.,male,male,neither approve nor disapprove,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily projects",like a little,neither like nor dislike,relief and satisfaction to the same degree,LA,1945,no_cue,expand,small,FALSE,TRUE,65,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,5239,Rep
con_slight_nocue,"about $1,300 a month",reduce,"about 50,000",B.A.,male,Male,disapprove slightly,no preference,a moderate amount,"somewhat prefer small, daily projects",dislike a little,like a little,relief and satisfaction to the same degree,AL,1981,no_cue,reduce,small,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,227,Dem
con_slight_nocue,"about $1,600 a month",reduce,"about 100,000",B.A.,male,male,disapprove somewhat,slightly prefer complex problems,a moderate amount,"slightly prefer big, long-term projects",like somewhat,like a little,slightly more relieved than satisfied,FL,1968,no_cue,reduce,small,FALSE,TRUE,42,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,272,Dem
lib_slight_nocue,"about $1,600 a month",neither,about 1 million,some college,female,female,disapprove somewhat,slightly prefer complex problems,a lot,no preference,dislike a lot,dislike a little,much more relieved than satisfied,IN,1948,no_cue,expand,small,TRUE,FALSE,62,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,164,Rep
lib_slight_Demopp,"about $1,300 a month",expand,"about 50,000",some college,female,female,approve slightly,no preference,none,"greatly prefer small, daily projects",dislike a lot,dislike a lot,somewhat more relieved than satisfied,NE,1973,Dem_opp,expand,small,TRUE,FALSE,37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,210,Rep
lib_slight_nocue,"about $2,200 a month",expand,"about 100,000",some college,female,female,disapprove strongly,slightly prefer simple problems,a lot,"slightly prefer big, long-term projects",like a little,like a little,slightly more satisfied than relieved,WA,1964,no_cue,expand,small,TRUE,FALSE,46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,296,Rep
con_slight_Demopp,"about $1,300 a month",reduce,"about 50,000",B.A.,female,F,neither approve nor disapprove,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,slightly more satisfied than relieved,NV,1969,Dem_opp,reduce,small,TRUE,FALSE,41,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,15,Rep
lib_slight_nocue,"about $1,600 a month",expand,"about 100,000",some college,female,Female,disapprove strongly,no preference,a moderate amount,"somewhat prefer small, daily projects",neither like nor dislike,like a little,slightly more satisfied than relieved,NJ,1938,no_cue,expand,small,TRUE,FALSE,72,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,209,Rep
lib_large_Demopp,"about $2,200 a month",expand,"about 100,000",some college,female,female,approve slightly,no preference,a moderate amount,"somewhat prefer big, long-term projects",dislike a little,like a little,somewhat more satisfied than relieved,OR,1947,Dem_opp,expand,large,TRUE,FALSE,63,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,140,Rep
con_slight_Demopp,"about $1,000 a month",reduce,"about 100,000",B.A.,male,Male,disapprove strongly,no preference,a lot,"somewhat prefer small, daily projects",dislike a little,like a little,somewhat more satisfied than relieved,NM,1930,Dem_opp,reduce,small,FALSE,TRUE,80,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,988,Dem
con_slight_Demopp,"about $1,000 a month",reduce,"about 10,000",B.A.,female,female,disapprove slightly,somewhat prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike somewhat,dislike a little,slightly more relieved than satisfied,KY,1976,Dem_opp,reduce,small,TRUE,FALSE,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,139,Rep
lib_large_Demopp,"about $1,300 a month",expand,"about 50,000",B.A.,male,male,approve somewhat,greatly prefer complex problems,a great deal,no preference,like somewhat,like a lot,somewhat more satisfied than relieved,MA,1955,Dem_opp,expand,large,FALSE,TRUE,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,234,Dem
lib_slight_nocue,"about $2,200 a month",neither,"about 100,000",some college,male,male,disapprove slightly,slightly prefer simple problems,a little,"slightly prefer small, daily projects",neither like nor dislike,like a little,somewhat more relieved than satisfied,GA,1957,no_cue,expand,small,FALSE,TRUE,53,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,353,Rep
lib_slight_Demopp,"about $1,600 a month",expand,"about 500,000",some college,male,Male,approve somewhat,somewhat prefer complex problems,a great deal,"somewhat prefer small, daily projects",like a lot,like somewhat,somewhat more satisfied than relieved,TN,1989,Dem_opp,expand,small,FALSE,TRUE,21,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,122,Rep
con_slight_nocue,"about $1,000 a month",neither,about 1 million,some college,male,male,disapprove slightly,somewhat prefer complex problems,a lot,no preference,like somewhat,like somewhat,much more satisfied than relieved,NC,1949,no_cue,reduce,small,FALSE,TRUE,61,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,581,Rep
lib_slight_Demopp,"about $1,600 a month",expand,"about 100,000",some college,female,female,approve slightly,slightly prefer complex problems,a lot,no preference,like a little,like somewhat,somewhat more satisfied than relieved,CA,1959,Dem_opp,expand,small,TRUE,FALSE,51,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,751,Rep
con_large_Demopp,about $500 a month,reduce,"about 50,000",B.A.,male,Male,approve slightly,slightly prefer complex problems,a little,"somewhat prefer small, daily projects",dislike somewhat,like a little,relief and satisfaction to the same degree,TN,1954,Dem_opp,reduce,large,FALSE,TRUE,56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,185,Rep
con_large_nocue,"about $1,000 a month",expand,"about 100,000",12th,female,female,neither approve nor disapprove,no preference,a moderate amount,"slightly prefer small, daily projects",neither like nor dislike,neither like nor dislike,slightly more satisfied than relieved,SC,1982,no_cue,reduce,large,TRUE,FALSE,28,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,712,Rep
con_slight_nocue,"about $1,300 a month",reduce,"about 100,000",12th,female,female,disapprove strongly,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily projects",dislike somewhat,dislike a little,slightly more relieved than satisfied,FL,1958,no_cue,reduce,small,TRUE,FALSE,52,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,217,Rep
con_slight_Demopp,"about $1,000 a month",reduce,"about 50,000",some college,female,female,disapprove somewhat,somewhat prefer complex problems,a lot,"somewhat prefer big, long-term projects",like somewhat,like somewhat,relief and satisfaction to the same degree,TX,1990,Dem_opp,reduce,small,TRUE,FALSE,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,136,Rep
con_slight_nocue,"about $1,300 a month",reduce,"about 100,000",NA,male,male,disapprove strongly,no preference,a lot,"slightly prefer big, long-term projects",neither like nor dislike,like a little,relief and satisfaction to the same degree,IA,1946,no_cue,reduce,small,FALSE,TRUE,64,TRUE,NA,FALSE,TRUE,FALSE,FALSE,North Central,398,Rep
lib_slight_nocue,"about $1,300 a month",expand,"about 100,000",some college,female,female,disapprove slightly,somewhat prefer simple problems,a moderate amount,"greatly prefer small, daily projects",dislike somewhat,dislike a little,slightly more relieved than satisfied,AR,1947,no_cue,expand,small,TRUE,FALSE,63,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,312,Rep
lib_large_Demopp,"about $2,200 a month",neither,about 1 million,B.A.,female,female,approve strongly,no preference,a great deal,"slightly prefer small, daily projects",neither like nor dislike,like a lot,somewhat more satisfied than relieved,KY,1951,Dem_opp,expand,large,TRUE,FALSE,59,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,328,Rep
lib_large_nocue,"about $2,200 a month",expand,"about 500,000",B.A.,male,male,approve strongly,slightly prefer simple problems,a moderate amount,no preference,dislike somewhat,dislike somewhat,slightly more relieved than satisfied,OH,1938,no_cue,expand,large,FALSE,TRUE,72,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,306,Dem
lib_slight_nocue,"about $2,200 a month",reduce,"about 100,000",some college,female,female,approve slightly,no preference,a lot,"slightly prefer small, daily projects",dislike a little,like a little,much more relieved than satisfied,OR,1963,no_cue,expand,small,TRUE,FALSE,47,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,205,Rep
con_slight_nocue,"about $1,000 a month",reduce,"about 100,000",NA,male,male,disapprove strongly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the same degree,UT,1955,no_cue,reduce,small,FALSE,TRUE,55,TRUE,NA,FALSE,FALSE,FALSE,TRUE,West,38,Rep
lib_slight_Demopp,"about $2,200 a month",neither,"about 10,000",12th,female,female,disapprove strongly,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily projects",dislike a lot,neither like nor dislike,much more relieved than satisfied,CA,1949,Dem_opp,expand,small,TRUE,FALSE,61,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,307,Rep
con_large_Demopp,about $500 a month,reduce,about 1 million,some college,male,Male,disapprove strongly,no preference,a lot,"greatly prefer big, long-term projects",like somewhat,neither like nor dislike,much more satisfied than relieved,TX,1960,Dem_opp,reduce,large,FALSE,TRUE,50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,229,Rep
lib_slight_Demopp,"about $2,200 a month",reduce,about 1 million,12th,female,female,disapprove strongly,greatly prefer simple problems,a lot,"somewhat prefer small, daily projects",like somewhat,like a lot,somewhat more relieved than satisfied,OK,1949,Dem_opp,expand,small,TRUE,FALSE,61,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,109,Rep
lib_large_nocue,"about $1,300 a month",expand,"about 500,000",Ph.D.,female,female,disapprove somewhat,somewhat prefer complex problems,a great deal,"somewhat prefer big, long-term projects",like somewhat,like a lot,much more satisfied than relieved,PA,1960,no_cue,expand,large,TRUE,FALSE,50,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,480,Rep
lib_slight_Demopp,"about $1,300 a month",neither,"about 100,000",some college,female,Female,approve slightly,greatly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,dislike a little,much more relieved than satisfied,CA,1957,Dem_opp,expand,small,TRUE,FALSE,53,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,398,Rep
lib_slight_nocue,"about $1,600 a month",neither,"about 100,000",B.A.,male,Male,approve slightly,slightly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,like a little,slightly more satisfied than relieved,CA,1953,no_cue,expand,small,FALSE,TRUE,57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,130,Dem
lib_slight_nocue,"about $1,300 a month",neither,"about 50,000",some college,male,male,approve slightly,greatly prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,much more satisfied than relieved,MN,1977,no_cue,expand,small,FALSE,TRUE,33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,116,Rep
lib_slight_nocue,"about $1,600 a month",expand,"about 50,000",other advanced degree,female,Female,approve strongly,greatly prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,much more satisfied than relieved,FL,1952,no_cue,expand,small,TRUE,FALSE,58,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,539,Rep
lib_slight_Demopp,"about $2,200 a month",expand,"about 100,000",B.A.,male,male,approve slightly,no preference,a lot,"slightly prefer small, daily projects",neither like nor dislike,like a little,relief and satisfaction to the same degree,HI,1954,Dem_opp,expand,small,FALSE,TRUE,56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,180,Dem
con_slight_Demopp,"about $1,300 a month",reduce,"about 500,000",some college,male,male,disapprove strongly,slightly prefer complex problems,a lot,"slightly prefer big, long-term projects",dislike a lot,like somewhat,slightly more relieved than satisfied,NY,1963,Dem_opp,reduce,small,FALSE,TRUE,47,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,223,Rep
lib_large_Demopp,"about $2,200 a month",expand,"about 500,000",12th,female,female,approve strongly,somewhat prefer complex problems,a great deal,"somewhat prefer big, long-term projects",like somewhat,like somewhat,somewhat more satisfied than relieved,OR,1961,Dem_opp,expand,large,TRUE,FALSE,49,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,229,Rep
lib_large_Demopp,"about $1,600 a month",expand,"about 100,000",some college,female,female,approve slightly,no preference,a moderate amount,"somewhat prefer small, daily projects",like a little,like a little,relief and satisfaction to the same degree,MI,1981,Dem_opp,expand,large,TRUE,FALSE,29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,207,Rep
