article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,gk.Cheney,gk.Cheney.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,Demsupp,Demopp,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,PID.pre
con_Demopp,"about $1,500 a month",neither,"about 500,000",some college,female,female,TRUE,vp,neither approve nor disapprove,slightly prefer complex proble,a moderate amount,"slightly prefer big, long-term",neither like nor dislike,neither like nor dislike,relief and satisfaction to the,FL,1947,Demopp,FALSE,TRUE,TRUE,FALSE,61,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demopp,about $500 a month,reduce,NA,some college,female,femail,TRUE,Vice President,disapprove somewhat,slightly prefer complex proble,a moderate amount,"somewhat prefer big, long-term",like a little,like a little,somewhat more satisfied than r,CA,1974,Demopp,FALSE,TRUE,TRUE,FALSE,34,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demopp,"about $1,500 a month",reduce,about 1 million,some college,female,Female,TRUE,Vice President,approve slightly,somewhat prefer complex proble,a great deal,"slightly prefer big, long-term",like a lot,like a lot,relief and satisfaction to the,CO,1960,Demopp,FALSE,TRUE,TRUE,FALSE,48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",some college,girl,girl,TRUE,vp,disapprove somewhat,slightly prefer simple problem,a lot,no preference,like a little,like a little,slightly more satisfied than r,CA,0,Demsupp,TRUE,FALSE,FALSE,FALSE,2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $2,000 a month",expand,"about 10,000",some college,female,female,TRUE,vice president,approve strongly,no preference,a great deal,"greatly prefer small, daily pr",like a lot,like a lot,much more relieved than satisf,CA,1985,Demsupp,TRUE,FALSE,TRUE,FALSE,23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $1,000 a month",neither,"about 50,000",12th,male,male,TRUE,Vice President,disapprove strongly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,WA,1953,Demopp,FALSE,TRUE,FALSE,TRUE,55,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,about $500 a month,neither,"about 100,000",some college,female,female,TRUE,Vice President,disapprove strongly,slightly prefer complex proble,a lot,NA,like a lot,like somewhat,somewhat more satisfied than r,WA,1962,Demopp,FALSE,TRUE,TRUE,FALSE,46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,000 a month",reduce,"about 50,000",some college,female,female,TRUE,Vice President,disapprove strongly,slightly prefer complex proble,a lot,no preference,neither like nor dislike,like a little,somewhat more satisfied than r,WA,1978,Demsupp,TRUE,FALSE,TRUE,FALSE,30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,500 a month",reduce,about 1 million,12th,female,female,TRUE,vice president ,disapprove strongly,somewhat prefer simple problem,a great deal,"somewhat prefer small, daily p",neither like nor dislike,neither like nor dislike,somewhat more relieved than sa,AL,1949,Demsupp,TRUE,FALSE,TRUE,FALSE,59,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $1,500 a month",expand,"about 100,000",some college,male,MALE,TRUE,VP,approve strongly,greatly prefer complex problem,a great deal,NA,like a lot,like a lot,much more satisfied than relie,IL,1964,Demopp,FALSE,TRUE,FALSE,TRUE,44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $2,000 a month",expand,"about 100,000",Associate's Degree,male,male,TRUE,VP,approve somewhat,somewhat prefer complex proble,a lot,"slightly prefer big, long-term",dislike a little,like somewhat,slightly more satisfied than r,UT,1956,Demopp,FALSE,TRUE,FALSE,TRUE,52,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demsupp,about $500 a month,expand,"about 50,000",some college,male,male,TRUE,vice president,approve somewhat,no preference,a lot,"slightly prefer big, long-term",like a little,neither like nor dislike,relief and satisfaction to the,IN,2045,Demsupp,TRUE,FALSE,FALSE,TRUE,-37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $2,000 a month",expand,"about 100,000",B.A.,male,Male,TRUE,Vice President,approve slightly,slightly prefer complex proble,a moderate amount,"slightly prefer big, long-term",like a little,like somewhat,slightly more satisfied than r,NV,1962,Demopp,FALSE,TRUE,FALSE,TRUE,46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,"about $1,500 a month",reduce,about 1 million,Associate's Degree,female,female,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,a great deal,"slightly prefer big, long-term",like a lot,like a lot,somewhat more satisfied than r,PA,1967,nocue,FALSE,FALSE,TRUE,FALSE,41,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demopp,"about $2,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve somewhat,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like somewhat,like somewhat,much more satisfied than relie,IL,1971,Demopp,FALSE,TRUE,TRUE,FALSE,37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,about $500 a month,reduce,about 1 million,some college,female,Female,TRUE,vice president,disapprove strongly,somewhat prefer simple problem,a great deal,"slightly prefer small, daily p",like a lot,like a lot,relief and satisfaction to the,AZ,1958,Demsupp,TRUE,FALSE,TRUE,FALSE,50,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,"about $1,500 a month",expand,"about 500,000",some college,male,Male,TRUE,Vice President,disapprove somewhat,somewhat prefer complex proble,a lot,"slightly prefer big, long-term",like somewhat,like a lot,somewhat more satisfied than r,CA,1963,Demopp,FALSE,TRUE,FALSE,TRUE,45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $1,500 a month",expand,"about 100,000","M.B.A., M.D., or J.D.",female,female,TRUE,vice president,approve slightly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like somewhat,like a lot,somewhat more satisfied than r,OH,1948,Demsupp,TRUE,FALSE,TRUE,FALSE,60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $1,500 a month",expand,"about 100,000",B.A.,male,m,TRUE,vp,approve slightly,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,somewhat more satisfied than r,NY,1956,Demopp,FALSE,TRUE,FALSE,TRUE,52,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_nocue,"about $2,000 a month",reduce,about 1 million,some college,male,male,TRUE,vice-president,disapprove slightly,somewhat prefer simple problem,a little,"slightly prefer small, daily p",dislike somewhat,dislike somewhat,somewhat more relieved than sa,WA,1963,nocue,FALSE,FALSE,FALSE,TRUE,45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,"about $2,000 a month",reduce,about 1 million,some college,female,f,TRUE,VP,disapprove slightly,no preference,a moderate amount,"slightly prefer big, long-term",neither like nor dislike,like somewhat,slightly more satisfied than r,WA,1962,Demopp,FALSE,TRUE,TRUE,FALSE,46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,500 a month",reduce,"about 100,000",some college,female,female,TRUE,Vice President,disapprove somewhat,somewhat prefer complex proble,a lot,"somewhat prefer small, daily p",like a little,like a little,somewhat more satisfied than r,IL,1963,Demsupp,TRUE,FALSE,TRUE,FALSE,45,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,NA,reduce,NA,some college,female,Female,TRUE,VP,disapprove strongly,slightly prefer complex proble,a lot,"slightly prefer big, long-term",dislike a lot,like somewhat,much more satisfied than relie,FL,1986,nocue,FALSE,FALSE,TRUE,FALSE,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,about $500 a month,reduce,"about 500,000",12th,female,Female,TRUE,Vice President,disapprove somewhat,no preference,a great deal,no preference,like a little,like a little,somewhat more satisfied than r,IN,1956,nocue,FALSE,FALSE,TRUE,FALSE,52,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,about $500 a month,reduce,"about 500,000",B.A.,male,MALE,TRUE,VICE PRESIDENT,disapprove somewhat,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily pr",neither like nor dislike,like a lot,relief and satisfaction to the,MN,1955,nocue,FALSE,FALSE,FALSE,TRUE,53,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demopp,about $500 a month,reduce,about 1 million,some college,female,female,TRUE,vp,disapprove strongly,slightly prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,somewhat more satisfied than r,MD,1972,Demopp,FALSE,TRUE,TRUE,FALSE,36,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,"about $1,000 a month",reduce,about 1 million,some college,female,female,TRUE,Vice Pres.,disapprove strongly,slightly prefer complex proble,a lot,no preference,neither like nor dislike,like somewhat,somewhat more satisfied than r,PA,1970,Demsupp,TRUE,FALSE,TRUE,FALSE,38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_nocue,"about $2,000 a month",expand,"about 100,000",some college,female,Female,TRUE,Vice President,neither approve nor disapprove,slightly prefer complex proble,a lot,"slightly prefer big, long-term",neither like nor dislike,neither like nor dislike,slightly more relieved than sa,NV,1987,nocue,FALSE,FALSE,TRUE,FALSE,21,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,reduce,"about 500,000",Associate's Degree,female,f,TRUE,vp,disapprove strongly,slightly prefer simple problem,a lot,no preference,dislike a lot,neither like nor dislike,relief and satisfaction to the,WA,1974,nocue,FALSE,FALSE,TRUE,FALSE,34,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $1,500 a month",reduce,"about 100,000",B.A.,female,female,FALSE,NA,neither approve nor disapprove,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",like a little,dislike a little,somewhat more satisfied than r,WA,1970,Demsupp,TRUE,FALSE,TRUE,FALSE,38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,"about $1,000 a month",reduce,"about 100,000",B.A.,male,M,TRUE,Vice President,disapprove strongly,no preference,a great deal,no preference,neither like nor dislike,neither like nor dislike,slightly more satisfied than r,CA,1975,nocue,FALSE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,reduce,"about 10,000",B.A.,female,female,TRUE,vice pres,disapprove somewhat,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like somewhat,like a lot,much more satisfied than relie,NV,1950,nocue,FALSE,FALSE,TRUE,FALSE,58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,"about $1,000 a month",reduce,"about 100,000",some college,female,female,TRUE,vice president,neither approve nor disapprove,no preference,a moderate amount,no preference,dislike somewhat,neither like nor dislike,slightly more relieved than sa,NE,1960,Demopp,FALSE,TRUE,TRUE,FALSE,48,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,about $500 a month,reduce,"about 50,000",some college,female,female,TRUE,vice president,disapprove slightly,somewhat prefer complex proble,a lot,no preference,like somewhat,like somewhat,much more satisfied than relie,OK,1967,nocue,FALSE,FALSE,TRUE,FALSE,41,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $1,500 a month",reduce,"about 100,000",some college,female,female,TRUE,Vice President,neither approve nor disapprove,no preference,a lot,no preference,like a lot,like somewhat,much more satisfied than relie,CA,1989,Demsupp,TRUE,FALSE,TRUE,FALSE,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,reduce,"about 50,000",B.A.,female,female,TRUE,vp,disapprove strongly,slightly prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like somewhat,much more satisfied than relie,NJ,1952,nocue,FALSE,FALSE,TRUE,FALSE,56,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_nocue,"about $2,500 a month",neither,"about 50,000",some college,female,female,TRUE,VP,approve strongly,somewhat prefer complex proble,a moderate amount,no preference,like a little,like somewhat,relief and satisfaction to the,CA,1943,nocue,FALSE,FALSE,TRUE,FALSE,65,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,reduce,about 1 million,some college,female,female,TRUE,vice president,disapprove somewhat,no preference,a lot,"slightly prefer small, daily p",like somewhat,like a little,somewhat more satisfied than r,MO,1960,nocue,FALSE,FALSE,TRUE,FALSE,48,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve somewhat,somewhat prefer complex proble,a lot,no preference,neither like nor dislike,like a lot,much more satisfied than relie,OH,1945,nocue,FALSE,FALSE,TRUE,FALSE,63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demsupp,"about $2,500 a month",expand,"about 100,000",12th,female,female,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,none,"slightly prefer big, long-term",neither like nor dislike,like somewhat,slightly more relieved than sa,AZ,1985,Demsupp,TRUE,FALSE,TRUE,FALSE,23,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demopp,"about $2,500 a month",expand,about 1 million,some college,female,female,TRUE,vice president,approve strongly,slightly prefer complex proble,a moderate amount,no preference,dislike a little,like somewhat,slightly more satisfied than r,NE,1957,Demopp,FALSE,TRUE,TRUE,FALSE,51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",reduce,"about 100,000",12th,male,male,TRUE,Vice President,disapprove somewhat,somewhat prefer complex proble,a moderate amount,"somewhat prefer big, long-term",like a little,neither like nor dislike,much more relieved than satisf,NY,1955,nocue,FALSE,FALSE,FALSE,TRUE,53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demopp,"about $2,000 a month",expand,about 1 million,Associate's Degree,female,female,TRUE,vice president,approve strongly,somewhat prefer complex proble,a lot,"slightly prefer big, long-term",like a lot,like a little,somewhat more satisfied than r,NV,1954,Demopp,FALSE,TRUE,TRUE,FALSE,54,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,neither,"about 50,000",Associate's Degree,female,female,TRUE,Vic President,disapprove strongly,no preference,a lot,no preference,neither like nor dislike,like somewhat,slightly more satisfied than r,OH,1957,nocue,FALSE,FALSE,TRUE,FALSE,51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,"about $1,500 a month",reduce,"about 100,000",B.A.,female,f,TRUE,vp,neither approve nor disapprove,somewhat prefer simple problem,a moderate amount,"somewhat prefer small, daily p",dislike a little,dislike a lot,somewhat more relieved than sa,NC,1970,Demsupp,TRUE,FALSE,TRUE,FALSE,38,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,"about $2,000 a month",reduce,about 1 million,B.A.,male,male,TRUE,vp,disapprove strongly,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like a lot,somewhat more satisfied than r,NY,1951,nocue,FALSE,FALSE,FALSE,TRUE,57,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_Demopp,about $500 a month,reduce,"about 100,000",12th,female,female,TRUE,vice president,disapprove strongly,slightly prefer simple problem,a moderate amount,no preference,neither like nor dislike,dislike a little,slightly more relieved than sa,GA,1973,Demopp,FALSE,TRUE,TRUE,FALSE,35,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $1,000 a month",expand,"about 10,000",some college,male,male,TRUE,vice president,neither approve nor disapprove,slightly prefer simple problem,a lot,no preference,dislike a little,like a little,slightly more satisfied than r,FL,1948,Demopp,FALSE,TRUE,FALSE,TRUE,60,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,about 1 million,some college,male,male,FALSE,NA,disapprove somewhat,no preference,a lot,"greatly prefer small, daily pr",dislike a little,neither like nor dislike,somewhat more relieved than sa,OK,1922,Demsupp,TRUE,FALSE,FALSE,TRUE,86,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",some college,female,female,FALSE,NA,disapprove somewhat,somewhat prefer simple problem,a lot,no preference,dislike somewhat,neither like nor dislike,somewhat more satisfied than r,TN,1965,Demsupp,TRUE,FALSE,TRUE,FALSE,43,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",12th,male,male,TRUE,vice president,disapprove strongly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",dislike somewhat,dislike somewhat,relief and satisfaction to the,VA,1961,Demsupp,TRUE,FALSE,FALSE,TRUE,47,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demsupp,"about $2,000 a month",expand,"about 100,000",12th,female,female,TRUE,VICE PRESIDENT,approve somewhat,slightly prefer simple problem,a moderate amount,no preference,dislike a little,dislike a little,slightly more satisfied than r,FL,1938,Demsupp,TRUE,FALSE,TRUE,FALSE,70,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,000 a month",expand,"about 500,000",some college,female,female,TRUE,VIce President,disapprove strongly,slightly prefer complex proble,a lot,"slightly prefer small, daily p",dislike a little,like a little,somewhat more satisfied than r,TX,1952,Demopp,FALSE,TRUE,TRUE,FALSE,56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 500,000",M.A.,female,female,TRUE,Vice President,disapprove strongly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",dislike a little,like a lot,somewhat more satisfied than r,OH,1947,Demsupp,TRUE,FALSE,TRUE,FALSE,61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $2,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve somewhat,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike a little,dislike a little,slightly more relieved than sa,SC,1967,Demopp,FALSE,TRUE,TRUE,FALSE,41,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $2,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve slightly,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily pr",dislike a lot,like a little,much more satisfied than relie,CO,1956,nocue,FALSE,FALSE,TRUE,FALSE,52,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demsupp,"about $2,000 a month",expand,about 1 million,some college,male,Male,TRUE,Vice President,disapprove somewhat,slightly prefer complex proble,a lot,no preference,dislike a little,like a little,relief and satisfaction to the,OR,1979,Demsupp,TRUE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
